PC1,PC2
-3.205996171101385,0.4165233248321748
-3.039050813660181,1.1074621264668043
-3.071893473469079,0.8789644358485407
-1.571262135959725,2.1125445517966748
-3.205996171101385,0.4165233248321748
-3.0121656615572117,0.38939749979641536
-2.150704123724104,0.3236062151724327
-2.711182109818903,-0.653410852344019
-2.9452640736597573,0.33151116786664975
-1.66034259072062,1.1647692580131928
-2.133612658743258,0.4013787257211041
-1.66034259072062,1.1647692580131928
-2.4786049093758615,-0.9522613868183593
-4.79955092330318,2.6971220878925695
-1.9964132238346508,3.330367962314958
-2.0398134340410876,3.3512281310555596
-0.98654895880904,1.2934798488205284
-5.694432613197961,4.679290287063873
-2.5961081780934085,0.8010636039891829
-4.108133940077543,4.3828098669587705
-0.9855069116676899,1.0665498832525253
-1.8351697997440883,0.8928114260621265
-2.9424020184434916,1.3759839664361369
-2.071928859195357,0.9295199113198724
-2.0581837935355676,0.2706299997269159
-2.0082887822549416,-0.14825810105968348
-2.460515935607737,0.44026503727247784
-2.9424020184434916,1.3759839664361369
-3.0423574913718148,0.3045514635925995
-3.320158565508418,0.23803236326207203
-2.23281219690285,0.022272945101865355
-3.023659399984982,-0.012426707524210937
-2.145238862673957,1.0669702176395417
-0.8387162768901715,1.4455837074132507
-1.458061051702319,-0.05931454380309236
-3.1176392298389093,0.9432514771778993
-3.383226784889389,0.22284997290298164
-2.1567350611504112,0.8273990152112761
-4.65060107350342,0.20331252192289678
-1.830103035338387,1.104920144530655
-1.830103035338387,1.104920144530655
-2.275069342871837,1.4851900251519918
-5.1907126591391926,2.959369395650172
-4.120183882866936,1.262302580514328
-3.0061591648385857,-0.40919632698389435
-2.5200745610474473,-3.0756356659653736
-2.642273058667475,2.1287548292544853
-1.91124133750328,1.5014291191987357
-2.082057044276658,-0.08286480484352393
-0.7724476882087851,0.005347679269175458
-3.199315014288744,1.5245520170390605
-2.713052742691361,-0.18448864004797222
-2.727634830470282,-0.22125237038443252
-0.6427832113852331,1.4277610944938208
-1.7045532123178297,0.6996095846466758
-2.245986490743489,0.8523431807730033
-2.2010154307053513,1.978240435417984
-1.4740738278557692,1.9665060850999247
-2.4887831471653534,0.5755767849946472
-1.8380844290383092,0.34690383976979833
-2.0521650145738564,1.4660523485650807
