PC1,PC2
0.03370712385961423,-1.4028272709714498
0.01758881852193324,-0.9544781857801242
0.0229381458718272,-0.699632387935572
0.011669047045847716,-0.9547742206362577
0.05102118549116498,-0.9128156295810429
0.035441848606413875,-0.8428675632038533
0.06999180339634477,-0.9114912256811875
0.07422437244957776,-1.3311733814170912
-0.03391364547264018,-0.9381977078988225
0.0028720516915345527,-0.8022897827312229
0.042444637287709044,-1.0565910814483555
0.048954533110171186,-0.7801006659273951
0.08293502111808677,-1.6932920631040744
-0.02954874768398684,-0.9725312784133782
-0.002895290989856011,-1.1457327017649572
0.05142947482506184,-1.3949552654565365
0.0031546950722819577,-0.8722214673095094
-0.035246983128231255,-0.9028188262106023
0.0002682614563338656,-1.2529524760985908
0.017853466083457073,-0.6610861579302659
0.08295197415422724,-1.0032246300635181
0.002689748915757587,-1.1463666926978893
0.04455758451928683,-0.8363076696934748
0.10127600215049963,-1.0777428715780608
0.032541417731799374,-0.9609985669803013
0.01864948338931223,-0.9721739017800448
0.0635019246795513,-1.1629473085606814
-0.003782045493955152,-1.0055903746364867
-0.04750203933187662,-0.9478601204108138
0.08180810858861283,-1.2209024541541644
0.015221397207904011,-1.2669607783390917
0.028668216092132062,-1.1647702503506114
-0.002462353817980808,-1.232731335197668
0.0033947019380186215,-1.2512082570143241
0.14547463291303003,-1.8585006736870822
0.011830834652333713,-1.2598898401254572
0.10603553557886729,-1.1152402173387201
0.34742594427250023,-3.701078637831014
0.13680774352516484,-1.6325705697803485
0.028647926858328412,-0.8506916527207405
0.04373221997392025,-1.0914134262711603
-0.07031254649811335,-0.8752978366714178
-0.04467993694921561,-0.9107230784907213
0.3102883788614354,-3.4333149781878567
0.09618157274320487,-1.9262630353969488
0.053295508095521374,-1.0149695211154834
0.03175181003007789,-1.4482846872167405
-0.04793542341284983,-0.8848177013496592
-0.0034852366433949923,-1.0913152288630834
0.09732328176949505,-1.1566151879974198
0.0351555408926509,-1.326641582576598
0.030188374574253343,-1.1643511780089477
0.04871612204835536,-0.8684254908601966
0.1672083650986798,-2.038827487600203
0.056552695793088095,-0.7150407323960328
0.03737591060554375,-0.9380131636051344
0.02296118199912557,-0.8242473471170425
-0.017818490660937533,-0.7598170864753944
0.033688412233474366,-0.9691273666792213
0.3894848753031264,-3.8275155895597575
0.03927521558178067,-0.7967660124949855
0.16011722940851808,-2.2554862218025056
-0.004378953200091004,-1.1323786928699404
0.10288998943359233,-1.2875391372308538
0.055803315279924284,-1.3761219640066191
0.05041593835336318,-1.2357092800311869
0.07179700973297316,-1.7949163038670877
0.014772616844254863,-1.3361511647109254
-0.0748931044890525,-0.9473157385569375
0.15708187496455156,-1.4777199937058925
0.07079274244045948,-1.5661949183414567
0.049419008736272765,-0.8462412916700897
-0.00013274530943251068,-1.0830609546209926
0.02689612753451716,-1.3213662309837195
0.04453767467010679,-1.0862189346563342
0.007972715922000065,-1.115212627641447
0.03661059346530866,-1.0855586311822274
0.040891692486990275,-1.4259614640422817
0.0347809838856374,-1.2202598313937723
0.007576945671845317,-1.1752566536099514
0.02684682357162023,-1.047410171976473
0.026667690404736724,-1.10089674149224
-0.0021947185707178875,-0.7345802964279138
0.21334822800617487,-2.7884678896798585
0.03632196757089186,-1.1479071533318428
0.00913819428785069,-1.5022897458988105
0.2958166552929736,-3.3889473205209026
0.32057884157449806,-3.14366582153749
-0.060463454614630305,-0.8431771852764617
-0.08075456123918305,-0.9739550078820187
-0.0017720824162284347,-0.7531816480302534
-0.02015605906662081,-0.7151635816467097
0.08625025647009717,-1.9000511184393487
0.0006723108650546625,-1.256163652639608
-0.004998897033525337,-1.1345520519219237
0.0982249993591801,-1.349456429897778
0.0293640203313303,-1.3314395285315799
-0.02670543873735491,-1.0477084289723861
0.03968667452457099,-0.9883153079195796
0.025904999761874284,-1.0666262568566802
0.03537913611664446,-1.10642104391234
-0.006768764757658238,-1.0103914548639301
0.019846294201888895,-1.184576193895592
-0.19887757630719077,-0.5655756975234438
0.11000193327537915,-1.199014124789233
0.02841639927056934,-1.036061657294418
0.02147945915729528,-1.0618290972428854
0.008749523074902024,-0.6174351822729709
0.06999372628561591,-1.7559944365734559
0.09859456433616402,-2.011365569941024
0.05870015268549773,-0.8627077539026482
0.012288835807769197,-0.966883078391457
-0.07620180421598209,-0.9941009970187726
0.06925433561124657,-1.121213777497892
-0.023244438126661146,-1.0470604954276796
-0.041513988425559575,-0.930094915232681
0.11136589194567574,-1.5777770642900677
0.0886052070877829,-1.1997258392982681
-0.005191659128517587,-1.179733372829704
-0.02192053843377588,-1.0052214881900439
0.059206747053537415,-1.5927383991689252
-0.013574407401338182,-0.9064377520508577
-0.13358199535227777,-0.39247239780483734
-0.06803612345639702,-0.7043428367505044
0.006272863537591891,-1.0844598608276113
-0.015553685279555016,-0.8319815958215816
0.035483409380074285,-0.6675562163514411
0.021149825510055745,-0.7134094354138282
0.0425059501810945,-0.79437028679503
0.11630471418481429,-1.9410057481182381
0.12671760751267663,-2.051094307599329
0.08898306781182001,-1.1688450696277666
0.05348349163806583,-1.025591544578127
-0.09204228205869629,-0.8268410717023559
-0.037691551872205395,-0.5318835022055409
0.07153938137601286,-0.7971381244697441
0.038814683559020915,-0.7932704281844875
0.0014344748755299038,-0.805641073642006
0.13394587859628032,-1.50291142251239
0.10545540336078323,-1.66957320487924
0.010279209724709706,-1.1191782586595043
0.07267800765889017,-1.104067710637723
-0.03349899272725708,-0.9163271505034597
0.04442405907401954,-0.9695475750342262
-0.025542762685235518,-1.0301927349525144
0.021975091195057375,-0.6918414530575966
-0.08847105654360286,-0.8999632828664414
0.03294090841693416,-1.1723277518250015
-0.05480815200723081,-0.8056613247034858
0.016060690805734704,-1.6313786396997263
-0.07694660952642617,-0.8534967684542674
0.07814627273186099,-1.3572933245489294
0.4589564157312946,-4.197720033321891
0.012684733023862874,-0.7829290569086342
-0.08466286403860167,-0.7642096709671945
-0.0672567370487721,-0.657408712688412
-0.0011588906066628405,-0.95601052928973
0.006111863637562179,-1.2935551290548273
-0.16989513336694723,-0.5826319749223365
-0.07007879750449768,-0.8026713787970997
0.014916972706420742,-1.0015586471289788
0.035063269417518375,-0.9520917413650345
-0.03455606480732286,-1.062892176792462
-0.19828013884787443,-0.8874929303126049
0.043447654167092745,-1.176302012541031
0.07324751291898719,-0.8911460937931014
-0.008742118309567767,-0.9641415988858447
0.029987622500338,-1.2853228991975962
0.03616183775837996,-1.7878972899273249
-0.14086065005200332,-0.767985691082453
0.24442120040125886,-2.434643270442218
0.05288663888914531,-1.1904585287948952
0.022036907099505246,-1.2307433587969507
0.03712257770334938,-0.8507422339160426
-0.019924172948267302,-1.098915815718657
0.06953585543561942,-1.5640483694788703
